# Bin     Bin Center     Bin Content
  1       45.250         -0.000
  2       92.588         -0.000
  3       96.762         -0.000
  4       100.939         -0.000
  5       105.120         -0.000
  6       109.368         -0.000
  7       113.618         -0.000
  8       117.809         0.000
  9       122.004         0.000
  10       126.203         -0.000
  11       130.406         -0.000
  12       134.612         -0.000
  13       138.821         -0.000
  14       143.034         -0.000
  15       147.249         -0.000
  16       151.469         -0.000
  17       155.692         0.435
  18       159.918         0.393
  19       164.208         0.425
  20       168.501         0.404
  21       172.737         0.382
  22       176.976         0.433
  23       181.218         0.460
  24       185.463         0.367
  25       189.712         0.357
  26       193.964         0.422
  27       198.218         0.377
  28       202.476         0.395
  29       206.737         0.448
  30       211.000         0.468
  31       215.266         0.465
  32       219.594         0.459
  33       223.925         0.463
  34       228.201         0.457
  35       232.479         0.456
  36       236.759         0.462
  37       241.042         0.461
  38       245.328         0.463
  39       249.616         0.451
  40       253.908         0.450
  41       258.202         0.460
  42       262.499         0.460
  43       266.798         0.463
  44       271.099         0.460
  45       275.461         0.460
  46       279.825         0.465
  47       284.134         0.473
  48       288.445         0.433
  49       292.759         0.425
  50       297.075         0.458
  51       301.393         0.468
  52       305.712         0.472
  53       310.034         0.470
  54       314.360         0.476
  55       318.687         0.464
  56       323.015         0.458
  57       327.402         0.460
  58       331.791         0.445
  59       336.125         0.467
  60       340.462         0.458
  61       344.799         0.445
  62       349.139         0.473
  63       353.482         0.475
  64       357.825         0.475
  65       362.170         0.473
  66       366.516         0.472
  67       370.864         0.469
  68       375.215         0.474
  69       379.633         0.461
  70       384.052         0.467
  71       388.406         0.456
  72       392.761         0.441
  73       397.117         0.455
  74       401.476         0.463
  75       405.836         0.468
  76       410.195         0.476
  77       414.556         0.481
  78       418.919         0.476
  79       423.283         0.475
  80       427.646         0.482
  81       432.066         0.483
  82       436.487         0.482
  83       440.855         0.489
  84       445.223         0.481
  85       449.591         0.485
  86       453.960         0.480
  87       458.331         0.484
  88       462.701         0.479
  89       467.072         0.479
  90       471.444         0.482
  91       475.816         0.481
  92       480.188         0.485
  93       484.624         0.484
  94       489.060         0.484
  95       493.432         0.479
  96       497.805         0.484
  97       502.178         0.490
  98       506.551         0.479
  99       510.924         0.486
  100       515.297         0.485
  101       519.670         0.490
  102       524.043         0.482
  103       528.416         0.488
  104       532.787         0.490
  105       537.220         0.477
  106       541.652         0.479
  107       546.022         0.487
  108       550.393         0.486
  109       554.763         -0.000
  110       559.132         -0.000
  111       563.499         0.487
  112       567.866         0.487
  113       572.233         0.481
  114       576.598         0.484
  115       580.963         0.484
  116       585.326         0.488
  117       589.748         0.489
  118       594.169         0.494
  119       598.528         0.492
  120       602.886         0.489
  121       607.242         0.488
  122       611.599         0.481
  123       615.953         0.481
  124       620.306         0.483
  125       624.656         0.489
  126       629.005         0.480
  127       633.353         0.474
  128       637.699         0.476
  129       642.109         0.483
  130       646.518         0.487
  131       650.857         0.490
  132       655.195         0.482
  133       659.530         0.473
  134       663.863         0.491
  135       668.194         0.495
  136       672.522         0.491
  137       676.847         0.492
  138       681.171         0.489
  139       685.492         0.493
  140       689.810         0.492
  141       694.190         0.475
  142       698.568         0.480
  143       702.877         0.484
  144       707.183         0.484
  145       711.487         0.476
  146       715.787         0.490
  147       720.085         0.495
  148       724.378         0.487
  149       728.669         0.495
  150       732.956         0.493
  151       737.240         0.491
  152       741.521         0.485
  153       745.851         0.470
  154       750.177         0.481
  155       754.446         0.494
  156       758.712         0.495
  157       762.973         0.486
  158       767.231         0.494
  159       771.484         0.494
  160       775.734         -0.000
  161       779.980         0.490
  162       784.220         0.494
  163       788.457         0.496
  164       792.689         0.501
  165       796.976         0.425
  166       801.258         0.496
  167       805.477         0.502
  168       809.691         0.492
  169       813.899         0.495
  170       818.102         0.488
  171       822.301         0.496
  172       826.495         0.477
  173       830.684         0.497
  174       834.867         0.483
  175       839.046         0.491
  176       843.268         0.489
  177       847.484         0.493
  178       851.646         0.496
  179       855.803         0.494
  180       859.954         0.485
  181       864.099         0.499
  182       868.237         0.492
  183       872.370         0.497
  184       876.498         0.496
  185       880.620         0.493
  186       884.736         0.499
  187       888.899         0.497
  188       893.056         0.501
  189       897.154         0.494
  190       901.244         0.495
  191       905.327         0.497
  192       909.403         0.497
  193       913.473         0.507
  194       917.536         0.497
  195       921.594         0.500
  196       925.643         0.504
  197       929.686         0.505
  198       933.775         0.482
  199       937.856         0.482
  200       941.877         0.495
  201       945.891         0.496
  202       949.898         0.501
  203       953.897         0.486
  204       957.890         0.491
  205       961.875         0.514
  206       965.852         0.503
  207       969.821         0.491
  208       973.782         0.498
  209       977.786         0.503
  210       981.782         0.502
  211       985.720         0.492
  212       989.648         0.490
  213       993.570         0.497
  214       997.482         0.488
  215       1001.387         0.505
  216       1005.284         0.504
  217       1009.173         0.505
  218       1013.053         0.498
  219       1016.924         0.500
  220       1020.833         0.501
  221       1024.735         0.501
  222       1028.581         0.514
  223       1032.417         0.504
  224       1036.243         0.496
  225       1040.061         0.498
  226       1043.871         0.505
  227       1047.670         0.507
  228       1051.460         0.488
  229       1055.243         0.496
  230       1059.062         0.492
  231       1062.870         0.491
  232       1066.623         0.511
  233       1070.367         0.485
  234       1074.101         0.502
  235       1077.825         0.507
  236       1081.541         0.511
  237       1085.246         0.510
  238       1088.941         0.499
  239       1092.627         0.509
  240       1096.340         0.505
  241       1100.042         0.514
  242       1103.698         0.494
  243       1107.344         0.513
  244       1110.979         0.499
  245       1114.604         0.504
  246       1118.219         0.496
  247       1121.823         0.506
  248       1125.417         0.507
  249       1129.001         0.506
  250       1132.615         0.504
  251       1136.219         0.492
  252       1139.771         0.512
  253       1143.311         0.502
  254       1146.842         0.507
  255       1150.362         0.497
  256       1153.871         0.000
  257       1157.369         0.514
  258       1160.856         0.518
  259       1164.366         0.507
  260       1167.865         0.503
  261       1171.318         0.503
  262       1174.762         0.512
  263       1178.194         0.502
  264       1181.615         0.506
  265       1185.025         0.509
  266       1188.424         0.517
  267       1191.812         0.516
  268       1195.224         0.504
  269       1198.626         0.518
  270       1201.979         0.513
  271       1205.321         0.507
  272       1208.652         0.516
  273       1211.970         0.499
  274       1215.277         0.506
  275       1218.574         0.514
  276       1221.859         0.502
  277       1225.168         0.487
  278       1228.464         0.503
  279       1231.712         0.502
  280       1234.951         0.512
  281       1238.178         0.500
  282       1241.392         0.508
  283       1244.596         0.512
  284       1247.788         0.500
  285       1250.967         0.511
  286       1254.176         0.519
  287       1257.373         0.495
  288       1260.518         0.510
  289       1263.651         0.512
  290       1266.772         0.500
  291       1269.882         0.506
  292       1272.981         0.569
  293       1276.067         0.491
  294       1279.143         0.509
  295       1282.207         0.505
  296       1285.258         0.512
