# Bin     Bin Center     Bin Content
  1       45.250         0.279
  2       92.588         0.253
  3       96.762         0.258
  4       100.939         0.264
  5       105.120         0.314
  6       109.368         0.382
  7       113.618         0.340
  8       117.809         0.407
  9       122.004         0.454
  10       126.203         0.450
  11       130.406         0.443
  12       134.612         0.388
  13       138.821         0.392
  14       143.034         0.444
  15       147.249         0.456
  16       151.469         0.460
  17       155.692         0.434
  18       159.918         0.388
  19       164.208         0.419
  20       168.501         0.395
  21       172.737         0.377
  22       176.976         0.432
  23       181.218         0.461
  24       185.463         0.378
  25       189.712         0.379
  26       193.964         0.421
  27       198.218         0.371
  28       202.476         0.390
  29       206.737         0.457
  30       211.000         0.473
  31       215.266         0.468
  32       219.594         0.469
  33       223.925         0.460
  34       228.201         0.463
  35       232.479         0.461
  36       236.759         0.464
  37       241.042         0.464
  38       245.328         0.466
  39       249.616         0.464
  40       253.908         0.451
  41       258.202         0.464
  42       262.499         0.468
  43       266.798         0.468
  44       271.099         0.466
  45       275.461         0.463
  46       279.825         0.466
  47       284.134         0.468
  48       288.445         0.432
  49       292.759         0.430
  50       297.075         0.463
  51       301.393         0.472
  52       305.712         0.479
  53       310.034         0.478
  54       314.360         0.472
  55       318.687         0.461
  56       323.015         0.460
  57       327.402         0.456
  58       331.791         0.450
  59       336.125         0.458
  60       340.462         0.463
  61       344.799         0.454
  62       349.139         0.472
  63       353.482         0.477
  64       357.825         0.475
  65       362.170         0.478
  66       366.516         0.475
  67       370.864         0.466
  68       375.215         0.465
  69       379.633         0.471
  70       384.052         0.474
  71       388.406         0.459
  72       392.761         0.428
  73       397.117         0.442
  74       401.476         0.463
  75       405.836         0.456
  76       410.195         0.479
  77       414.556         0.480
  78       418.919         0.477
  79       423.283         0.481
  80       427.646         0.480
  81       432.066         0.481
  82       436.487         0.484
  83       440.855         0.486
  84       445.223         0.478
  85       449.591         0.484
  86       453.960         0.483
  87       458.331         0.486
  88       462.701         0.485
  89       467.072         0.486
  90       471.444         0.482
  91       475.816         0.488
  92       480.188         0.485
  93       484.624         0.488
  94       489.060         0.485
  95       493.432         0.481
  96       497.805         0.481
  97       502.178         0.487
  98       506.551         0.480
  99       510.924         0.489
  100       515.297         0.478
  101       519.670         0.471
  102       524.043         0.481
  103       528.416         0.484
  104       532.787         0.484
  105       537.220         0.482
  106       541.652         0.476
  107       546.022         0.485
  108       550.393         0.489
  109       554.763         0.000
  110       559.132         0.000
  111       563.499         0.486
  112       567.866         0.487
  113       572.233         0.481
  114       576.598         0.482
  115       580.963         0.482
  116       585.326         0.480
  117       589.748         0.482
  118       594.169         0.485
  119       598.528         0.492
  120       602.886         0.493
  121       607.242         0.487
  122       611.599         0.482
  123       615.953         0.490
  124       620.306         0.486
  125       624.656         0.484
  126       629.005         0.487
  127       633.353         0.473
  128       637.699         0.483
  129       642.109         0.490
  130       646.518         0.482
  131       650.857         0.489
  132       655.195         0.472
  133       659.530         0.465
  134       663.863         0.492
  135       668.194         0.487
  136       672.522         0.493
  137       676.847         0.487
  138       681.171         0.493
  139       685.492         0.485
  140       689.810         0.496
  141       694.190         0.474
  142       698.568         0.475
  143       702.877         0.484
  144       707.183         0.497
  145       711.487         0.483
  146       715.787         0.495
  147       720.085         0.500
  148       724.378         0.481
  149       728.669         0.492
  150       732.956         0.492
  151       737.240         0.491
  152       741.521         0.492
  153       745.851         0.483
  154       750.177         0.476
  155       754.446         0.492
  156       758.712         0.489
  157       762.973         0.503
  158       767.231         0.506
  159       771.484         0.490
  160       775.734         0.000
  161       779.980         0.500
  162       784.220         0.497
  163       788.457         0.505
  164       792.689         0.489
  165       796.976         0.437
  166       801.258         0.483
  167       805.477         0.498
  168       809.691         0.499
  169       813.899         0.492
  170       818.102         0.501
  171       822.301         0.501
  172       826.495         0.487
  173       830.684         0.503
  174       834.867         0.487
  175       839.046         0.496
  176       843.268         0.496
  177       847.484         0.502
  178       851.646         0.499
  179       855.803         0.499
  180       859.954         0.491
  181       864.099         0.478
  182       868.237         0.504
  183       872.370         0.493
  184       876.498         0.496
  185       880.620         0.497
  186       884.736         0.493
  187       888.899         0.502
  188       893.056         0.490
  189       897.154         0.498
  190       901.244         0.505
  191       905.327         0.504
  192       909.403         0.509
  193       913.473         0.508
  194       917.536         0.503
  195       921.594         0.485
  196       925.643         0.499
  197       929.686         0.496
  198       933.775         0.479
  199       937.856         0.480
  200       941.877         0.498
  201       945.891         0.496
  202       949.898         0.503
  203       953.897         0.489
  204       957.890         0.501
  205       961.875         0.510
  206       965.852         0.502
  207       969.821         0.489
  208       973.782         0.500
  209       977.786         0.493
  210       981.782         0.511
  211       985.720         0.486
  212       989.648         0.490
  213       993.570         0.485
  214       997.482         0.486
  215       1001.387         0.503
  216       1005.284         0.498
  217       1009.173         0.507
  218       1013.053         0.511
  219       1016.924         0.508
  220       1020.833         0.505
  221       1024.735         0.511
  222       1028.581         0.511
  223       1032.417         0.503
  224       1036.243         0.497
  225       1040.061         0.517
  226       1043.871         0.496
  227       1047.670         0.503
  228       1051.460         0.494
  229       1055.243         0.503
  230       1059.062         0.501
  231       1062.870         0.500
  232       1066.623         0.502
  233       1070.367         0.503
  234       1074.101         0.487
  235       1077.825         0.499
  236       1081.541         0.507
  237       1085.246         0.496
  238       1088.941         0.504
  239       1092.627         0.517
  240       1096.340         0.503
  241       1100.042         0.500
  242       1103.698         0.503
  243       1107.344         0.506
  244       1110.979         0.492
  245       1114.604         0.486
  246       1118.219         0.497
  247       1121.823         0.503
  248       1125.417         0.508
  249       1129.001         0.503
  250       1132.615         0.500
  251       1136.219         0.496
  252       1139.771         0.501
  253       1143.311         0.508
  254       1146.842         0.527
  255       1150.362         0.515
  256       1153.871         0.000
  257       1157.369         0.521
  258       1160.856         0.515
  259       1164.366         0.521
  260       1167.865         0.510
  261       1171.318         0.509
  262       1174.762         0.508
  263       1178.194         0.517
  264       1181.615         0.503
  265       1185.025         0.505
  266       1188.424         0.509
  267       1191.812         0.507
  268       1195.224         0.502
  269       1198.626         0.511
  270       1201.979         0.512
  271       1205.321         0.515
  272       1208.652         0.501
  273       1211.970         0.506
  274       1215.277         0.516
  275       1218.574         0.509
  276       1221.859         0.516
  277       1225.168         0.512
  278       1228.464         0.505
  279       1231.712         0.492
  280       1234.951         0.497
  281       1238.178         0.498
  282       1241.392         0.508
  283       1244.596         0.492
  284       1247.788         0.508
  285       1250.967         0.513
  286       1254.176         0.479
  287       1257.373         0.402
  288       1260.518         0.499
  289       1263.651         0.507
  290       1266.772         0.495
  291       1269.882         0.504
  292       1272.981         0.432
  293       1276.067         0.413
  294       1279.143         0.502
  295       1282.207         0.498
  296       1285.258         0.510
  297       1288.331         0.500
  298       1291.392         0.482
  299       1294.409         0.511
  300       1297.416         0.462
  301       1300.410         0.470
  302       1303.392         0.513
  303       1306.363         0.516
  304       1309.323         0.505
  305       1312.311         0.486
  306       1315.287         0.498
  307       1318.214         0.509
  308       1321.129         0.508
  309       1324.034         0.522
  310       1326.927         0.494
  311       1329.811         0.513
  312       1332.683         0.520
  313       1335.545         0.496
  314       1338.396         0.455
  315       1341.276         0.467
  316       1344.145         0.445
  317       1346.962         0.508
  318       1349.757         0.491
  319       1352.532         0.502
  320       1355.304         0.504
  321       1358.085         0.505
  322       1360.913         0.000
  323       1363.803         0.502
  324       1366.739         0.511
  325       1369.729         0.510
  326       1372.772         0.490
  327       1375.868         0.501
  328       1379.012         0.345
  329       1382.197         1.393
  330       1385.416         0.266
  331       1388.658         0.001
  332       1391.913         0.023
  333       1395.170         0.000
  334       1398.414         0.147
  335       1401.638         3.510
  336       1404.833         0.000
  337       1407.988         0.018
  338       1411.095         34.393
  339       1414.148         63.518
  340       1417.140         20.154
  341       1420.062         9.085
  342       1422.912         5.478
  343       1425.683         0.001
  344       1428.371         0.016
  345       1430.973         0.000
  346       1433.489         0.000
  347       1435.915         0.022
  348       1438.249         0.040
  349       1440.494         0.082
  350       1442.657         0.001
  351       1444.739         0.000
  352       1446.736         0.000
