# Bin     Bin Center     Bin Content
  1       45.250         -0.000
  2       92.588         -0.000
  3       96.762         -0.000
  4       100.939         -0.000
  5       105.120         -0.000
  6       109.368         -0.000
  7       113.618         -0.000
  8       117.809         -0.000
  9       122.004         -0.000
  10       126.203         -0.000
  11       130.406         -0.000
  12       134.612         -0.000
  13       138.821         -0.000
  14       143.034         -0.000
  15       147.249         -0.000
  16       151.469         -0.000
  17       155.692         0.363
  18       159.918         0.329
  19       164.208         0.355
  20       168.501         0.344
  21       172.737         0.329
  22       176.976         0.365
  23       181.218         0.386
  24       185.463         0.323
  25       189.712         0.323
  26       193.964         0.355
  27       198.218         0.335
  28       202.476         0.347
  29       206.737         0.383
  30       211.000         0.402
  31       215.266         0.398
  32       219.594         0.396
  33       223.925         0.398
  34       228.201         0.396
  35       232.479         0.402
  36       236.759         0.401
  37       241.042         0.403
  38       245.328         0.406
  39       249.616         0.399
  40       253.908         0.394
  41       258.202         0.405
  42       262.499         0.411
  43       266.798         0.415
  44       271.099         0.414
  45       275.461         0.417
  46       279.825         0.418
  47       284.134         0.428
  48       288.445         0.390
  49       292.759         0.391
  50       297.075         0.421
  51       301.393         0.432
  52       305.712         0.433
  53       310.034         0.438
  54       314.360         0.439
  55       318.687         0.430
  56       323.015         0.429
  57       327.402         0.429
  58       331.791         0.425
  59       336.125         0.441
  60       340.462         0.420
  61       344.799         0.425
  62       349.139         0.447
  63       353.482         0.457
  64       357.825         0.458
  65       362.170         0.459
  66       366.516         0.462
  67       370.864         0.455
  68       375.215         0.459
  69       379.633         0.457
  70       384.052         0.465
  71       388.406         0.450
  72       392.761         0.438
  73       397.117         0.459
  74       401.476         0.462
  75       405.836         0.471
  76       410.195         0.473
  77       414.556         0.473
  78       418.919         0.472
  79       423.283         0.484
  80       427.646         0.487
  81       432.066         0.489
  82       436.487         0.492
  83       440.855         0.497
  84       445.223         0.485
  85       449.591         0.493
  86       453.960         0.495
  87       458.331         0.498
  88       462.701         0.497
  89       467.072         0.499
  90       471.444         0.503
  91       475.816         0.506
  92       480.188         0.511
  93       484.624         0.515
  94       489.060         0.511
  95       493.432         0.513
  96       497.805         0.521
  97       502.178         0.521
  98       506.551         0.527
  99       510.924         0.519
  100       515.297         0.535
  101       519.670         0.522
  102       524.043         0.536
  103       528.416         0.541
  104       532.787         0.537
  105       537.220         0.538
  106       541.652         0.551
  107       546.022         0.549
  108       550.393         0.552
  109       554.763         -0.000
  110       559.132         -0.000
  111       563.499         0.564
  112       567.866         0.568
  113       572.233         0.571
  114       576.598         0.567
  115       580.963         0.580
  116       585.326         0.578
  117       589.748         0.578
  118       594.169         0.590
  119       598.528         0.595
  120       602.886         0.598
  121       607.242         0.614
  122       611.599         0.619
  123       615.953         0.623
  124       620.306         0.626
  125       624.656         0.623
  126       629.005         0.603
  127       633.353         0.559
  128       637.699         0.558
  129       642.109         0.508
  130       646.518         0.484
  131       650.857         0.455
  132       655.195         0.445
  133       659.530         0.418
  134       663.863         0.435
  135       668.194         0.438
  136       672.522         0.436
  137       676.847         0.453
  138       681.171         0.446
  139       685.492         0.448
  140       689.810         0.451
  141       694.190         0.437
  142       698.568         0.437
  143       702.877         0.455
  144       707.183         0.474
  145       711.487         0.473
  146       715.787         0.459
  147       720.085         0.458
  148       724.378         0.450
  149       728.669         0.451
  150       732.956         0.457
  151       737.240         0.447
  152       741.521         0.450
  153       745.851         0.455
  154       750.177         0.456
  155       754.446         0.461
  156       758.712         0.465
  157       762.973         0.467
  158       767.231         0.464
  159       771.484         0.464
  160       775.734         -0.000
  161       779.980         0.473
  162       784.220         0.482
  163       788.457         0.472
  164       792.689         0.473
  165       796.976         0.438
  166       801.258         0.473
  167       805.477         0.480
  168       809.691         0.481
  169       813.899         0.470
  170       818.102         0.478
  171       822.301         0.476
  172       826.495         0.495
  173       830.684         0.477
  174       834.867         0.488
  175       839.046         0.486
  176       843.268         0.489
  177       847.484         0.482
  178       851.646         0.479
  179       855.803         0.484
  180       859.954         0.489
  181       864.099         0.486
  182       868.237         0.492
  183       872.370         0.495
  184       876.498         0.500
  185       880.620         0.490
  186       884.736         0.488
  187       888.899         0.491
  188       893.056         0.490
  189       897.154         0.479
  190       901.244         0.474
  191       905.327         0.460
  192       909.403         0.460
  193       913.473         0.464
  194       917.536         0.467
  195       921.594         0.462
  196       925.643         0.459
  197       929.686         0.460
  198       933.775         0.528
  199       937.856         0.499
  200       941.877         0.471
  201       945.891         0.453
  202       949.898         0.475
  203       953.897         0.465
  204       957.890         0.449
  205       961.875         0.464
  206       965.852         0.459
  207       969.821         0.459
  208       973.782         0.473
  209       977.786         0.471
  210       981.782         0.466
  211       985.720         0.466
  212       989.648         0.493
  213       993.570         0.497
  214       997.482         0.482
  215       1001.387         0.464
  216       1005.284         0.477
  217       1009.173         0.470
  218       1013.053         0.471
  219       1016.924         0.469
  220       1020.833         0.467
  221       1024.735         0.483
  222       1028.581         0.474
  223       1032.417         0.479
  224       1036.243         0.492
  225       1040.061         0.478
  226       1043.871         0.497
  227       1047.670         0.484
  228       1051.460         0.498
  229       1055.243         0.490
  230       1059.062         0.532
  231       1062.870         0.511
  232       1066.623         0.469
  233       1070.367         0.494
  234       1074.101         0.493
  235       1077.825         0.472
  236       1081.541         0.494
  237       1085.246         0.481
  238       1088.941         0.475
  239       1092.627         0.477
  240       1096.340         0.476
  241       1100.042         0.478
  242       1103.698         0.478
  243       1107.344         0.480
  244       1110.979         0.478
  245       1114.604         0.513
  246       1118.219         0.533
  247       1121.823         0.501
  248       1125.417         0.479
  249       1129.001         0.486
  250       1132.615         0.533
  251       1136.219         0.494
  252       1139.771         0.492
  253       1143.311         0.488
  254       1146.842         0.486
  255       1150.362         0.492
  256       1153.871         0.000
  257       1157.369         0.481
  258       1160.856         0.489
  259       1164.366         0.481
  260       1167.865         0.498
  261       1171.318         0.496
  262       1174.762         0.494
  263       1178.194         0.484
  264       1181.615         0.480
  265       1185.025         0.501
  266       1188.424         0.500
  267       1191.812         0.491
  268       1195.224         0.505
  269       1198.626         0.501
  270       1201.979         0.493
  271       1205.321         0.500
  272       1208.652         0.486
  273       1211.970         0.500
  274       1215.277         0.484
  275       1218.574         0.500
  276       1221.859         0.505
  277       1225.168         0.494
  278       1228.464         0.511
  279       1231.712         0.511
  280       1234.951         0.496
  281       1238.178         0.501
  282       1241.392         0.542
  283       1244.596         0.582
  284       1247.788         0.547
  285       1250.967         0.495
  286       1254.176         -1.609
  287       1257.373         -0.150
  288       1260.518         0.554
  289       1263.651         0.522
  290       1266.772         0.524
  291       1269.882         0.539
  292       1272.981         -0.385
  293       1276.067         -0.432
  294       1279.143         0.524
  295       1282.207         0.545
  296       1285.258         0.567
