# Bin     Bin Center     Bin Content
  1       45.250         0.247
  2       92.588         0.236
  3       96.762         0.229
  4       100.939         0.225
  5       105.120         0.268
  6       109.368         0.333
  7       113.618         0.293
  8       117.809         0.350
  9       122.004         0.380
  10       126.203         0.385
  11       130.406         0.377
  12       134.612         0.344
  13       138.821         0.347
  14       143.034         0.381
  15       147.249         0.393
  16       151.469         0.394
  17       155.692         0.379
  18       159.918         0.349
  19       164.208         0.369
  20       168.501         0.355
  21       172.737         0.329
  22       176.976         0.374
  23       181.218         0.399
  24       185.463         0.348
  25       189.712         0.346
  26       193.964         0.378
  27       198.218         0.343
  28       202.476         0.368
  29       206.737         0.406
  30       211.000         0.415
  31       215.266         0.416
  32       219.594         0.415
  33       223.925         0.408
  34       228.201         0.417
  35       232.479         0.416
  36       236.759         0.422
  37       241.042         0.424
  38       245.328         0.426
  39       249.616         0.420
  40       253.908         0.416
  41       258.202         0.424
  42       262.499         0.431
  43       266.798         0.436
  44       271.099         0.437
  45       275.461         0.435
  46       279.825         0.438
  47       284.134         0.449
  48       288.445         0.413
  49       292.759         0.408
  50       297.075         0.442
  51       301.393         0.451
  52       305.712         0.454
  53       310.034         0.453
  54       314.360         0.453
  55       318.687         0.456
  56       323.015         0.449
  57       327.402         0.456
  58       331.791         0.449
  59       336.125         0.453
  60       340.462         0.454
  61       344.799         0.443
  62       349.139         0.466
  63       353.482         0.468
  64       357.825         0.472
  65       362.170         0.470
  66       366.516         0.487
  67       370.864         0.475
  68       375.215         0.467
  69       379.633         0.477
  70       384.052         0.479
  71       388.406         0.454
  72       392.761         0.451
  73       397.117         0.472
  74       401.476         0.480
  75       405.836         0.500
  76       410.195         0.490
  77       414.556         0.500
  78       418.919         0.495
  79       423.283         0.495
  80       427.646         0.507
  81       432.066         0.509
  82       436.487         0.507
  83       440.855         0.515
  84       445.223         0.511
  85       449.591         0.515
  86       453.960         0.519
  87       458.331         0.521
  88       462.701         0.516
  89       467.072         0.520
  90       471.444         0.523
  91       475.816         0.527
  92       480.188         0.530
  93       484.624         0.530
  94       489.060         0.537
  95       493.432         0.536
  96       497.805         0.537
  97       502.178         0.539
  98       506.551         0.551
  99       510.924         0.548
  100       515.297         0.553
  101       519.670         0.554
  102       524.043         0.566
  103       528.416         0.565
  104       532.787         0.566
  105       537.220         0.559
  106       541.652         0.558
  107       546.022         0.570
  108       550.393         0.582
  109       554.763         -0.000
  110       559.132         -0.000
  111       563.499         0.585
  112       567.866         0.593
  113       572.233         0.588
  114       576.598         0.595
  115       580.963         0.597
  116       585.326         0.606
  117       589.748         0.607
  118       594.169         0.622
  119       598.528         0.620
  120       602.886         0.628
  121       607.242         0.621
  122       611.599         0.620
  123       615.953         0.625
  124       620.306         0.637
  125       624.656         0.626
  126       629.005         0.590
  127       633.353         0.561
  128       637.699         0.552
  129       642.109         0.515
  130       646.518         0.471
  131       650.857         0.454
  132       655.195         0.426
  133       659.530         0.419
  134       663.863         0.447
  135       668.194         0.445
  136       672.522         0.457
  137       676.847         0.452
  138       681.171         0.453
  139       685.492         0.444
  140       689.810         0.452
  141       694.190         0.455
  142       698.568         0.457
  143       702.877         0.459
  144       707.183         0.454
  145       711.487         0.465
  146       715.787         0.465
  147       720.085         0.462
  148       724.378         0.449
  149       728.669         0.468
  150       732.956         0.470
  151       737.240         0.465
  152       741.521         0.468
  153       745.851         0.469
  154       750.177         0.454
  155       754.446         0.467
  156       758.712         0.483
  157       762.973         0.470
  158       767.231         0.472
  159       771.484         0.472
  160       775.734         -0.000
  161       779.980         0.473
  162       784.220         0.472
  163       788.457         0.485
  164       792.689         0.486
  165       796.976         0.484
  166       801.258         0.480
  167       805.477         0.482
  168       809.691         0.479
  169       813.899         0.482
  170       818.102         0.480
  171       822.301         0.485
  172       826.495         0.478
  173       830.684         0.487
  174       834.867         0.474
  175       839.046         0.491
  176       843.268         0.485
  177       847.484         0.492
  178       851.646         0.492
  179       855.803         0.489
  180       859.954         0.502
  181       864.099         0.501
  182       868.237         0.489
  183       872.370         0.492
  184       876.498         0.502
  185       880.620         0.501
  186       884.736         0.500
  187       888.899         0.494
  188       893.056         0.489
  189       897.154         0.496
  190       901.244         0.492
  191       905.327         0.482
  192       909.403         0.476
  193       913.473         0.455
  194       917.536         0.466
  195       921.594         0.473
  196       925.643         0.469
  197       929.686         0.469
  198       933.775         0.463
  199       937.856         0.475
  200       941.877         0.458
  201       945.891         0.466
  202       949.898         0.472
  203       953.897         0.458
