# Bin     Bin Center     Bin Content
  1       45.250         -0.000
  2       92.588         -0.000
  3       96.762         -0.000
  4       100.939         -0.000
  5       105.120         -0.000
  6       109.368         -0.000
  7       113.618         -0.000
  8       117.809         -0.000
  9       122.004         -0.000
  10       126.203         -0.000
  11       130.406         -0.000
  12       134.612         -0.000
  13       138.821         -0.000
  14       143.034         -0.000
  15       147.249         -0.000
  16       151.469         -0.000
  17       155.692         0.407
  18       159.918         0.374
  19       164.208         0.406
  20       168.501         0.382
  21       172.737         0.354
  22       176.976         0.403
  23       181.218         0.435
  24       185.463         0.331
  25       189.712         0.336
  26       193.964         0.378
  27       198.218         0.339
  28       202.476         0.365
  29       206.737         0.423
  30       211.000         0.443
  31       215.266         0.440
  32       219.594         0.436
  33       223.925         0.435
  34       228.201         0.438
  35       232.479         0.433
  36       236.759         0.436
  37       241.042         0.435
  38       245.328         0.441
  39       249.616         0.431
  40       253.908         0.420
  41       258.202         0.428
  42       262.499         0.432
  43       266.798         0.443
  44       271.099         0.437
  45       275.461         0.438
  46       279.825         0.441
  47       284.134         0.441
  48       288.445         0.395
  49       292.759         0.400
  50       297.075         0.431
  51       301.393         0.445
  52       305.712         0.450
  53       310.034         0.451
  54       314.360         0.449
  55       318.687         0.442
  56       323.015         0.430
  57       327.402         0.433
  58       331.791         0.419
  59       336.125         0.435
  60       340.462         0.415
  61       344.799         0.393
  62       349.139         0.439
  63       353.482         0.453
  64       357.825         0.446
  65       362.170         0.445
  66       366.516         0.448
  67       370.864         0.442
  68       375.215         0.441
  69       379.633         0.438
  70       384.052         0.449
  71       388.406         0.431
  72       392.761         0.418
  73       397.117         0.436
  74       401.476         0.444
  75       405.836         0.445
  76       410.195         0.450
  77       414.556         0.456
  78       418.919         0.453
  79       423.283         0.452
  80       427.646         0.456
  81       432.066         0.458
  82       436.487         0.455
  83       440.855         0.450
  84       445.223         0.449
  85       449.591         0.454
  86       453.960         0.454
  87       458.331         0.462
  88       462.701         0.449
  89       467.072         0.455
  90       471.444         0.454
  91       475.816         0.461
  92       480.188         0.456
  93       484.624         0.461
  94       489.060         0.459
  95       493.432         0.456
  96       497.805         0.461
  97       502.178         0.459
  98       506.551         0.456
  99       510.924         0.453
  100       515.297         0.458
  101       519.670         0.452
  102       524.043         0.462
  103       528.416         0.459
  104       532.787         0.461
  105       537.220         0.444
  106       541.652         0.450
  107       546.022         0.459
  108       550.393         0.460
  109       554.763         -0.000
  110       559.132         -0.000
  111       563.499         0.464
  112       567.866         0.461
  113       572.233         0.459
  114       576.598         0.458
  115       580.963         0.460
  116       585.326         0.459
  117       589.748         0.461
  118       594.169         0.463
  119       598.528         0.466
  120       602.886         0.464
  121       607.242         0.462
  122       611.599         0.456
  123       615.953         0.458
  124       620.306         0.465
  125       624.656         0.468
  126       629.005         0.442
  127       633.353         0.434
  128       637.699         0.454
  129       642.109         0.455
  130       646.518         0.462
  131       650.857         0.459
  132       655.195         0.438
  133       659.530         0.430
  134       663.863         0.466
  135       668.194         0.460
  136       672.522         0.467
  137       676.847         0.464
  138       681.171         0.466
  139       685.492         0.462
  140       689.810         0.458
  141       694.190         0.451
  142       698.568         0.447
  143       702.877         0.454
  144       707.183         0.462
  145       711.487         0.460
  146       715.787         0.468
  147       720.085         0.470
  148       724.378         0.458
  149       728.669         0.465
  150       732.956         0.469
  151       737.240         0.454
  152       741.521         0.458
  153       745.851         0.449
  154       750.177         0.455
  155       754.446         0.466
  156       758.712         0.464
  157       762.973         0.468
  158       767.231         0.474
  159       771.484         0.469
  160       775.734         -0.000
  161       779.980         0.462
  162       784.220         0.468
  163       788.457         0.471
  164       792.689         0.473
  165       796.976         0.418
  166       801.258         0.472
  167       805.477         0.475
  168       809.691         0.468
  169       813.899         0.471
  170       818.102         0.465
  171       822.301         0.466
  172       826.495         0.458
  173       830.684         0.473
  174       834.867         0.467
  175       839.046         0.466
  176       843.268         0.464
  177       847.484         0.466
  178       851.646         0.474
  179       855.803         0.476
  180       859.954         0.474
  181       864.099         0.451
  182       868.237         0.467
  183       872.370         0.466
  184       876.498         0.468
  185       880.620         0.469
  186       884.736         0.474
  187       888.899         0.462
  188       893.056         0.464
  189       897.154         0.464
  190       901.244         0.477
  191       905.327         0.470
  192       909.403         0.473
  193       913.473         0.474
  194       917.536         0.479
  195       921.594         0.467
  196       925.643         0.477
  197       929.686         0.472
  198       933.775         0.455
  199       937.856         0.461
  200       941.877         0.471
  201       945.891         0.468
  202       949.898         0.465
  203       953.897         0.465
  204       957.890         0.471
  205       961.875         0.469
  206       965.852         0.483
  207       969.821         0.473
  208       973.782         0.482
  209       977.786         0.473
  210       981.782         0.476
  211       985.720         0.465
  212       989.648         0.462
  213       993.570         0.478
  214       997.482         0.461
  215       1001.387         0.469
  216       1005.284         0.479
  217       1009.173         0.488
  218       1013.053         0.477
  219       1016.924         0.483
  220       1020.833         0.481
  221       1024.735         0.475
  222       1028.581         0.483
  223       1032.417         0.472
  224       1036.243         0.481
  225       1040.061         0.480
  226       1043.871         0.474
  227       1047.670         0.481
  228       1051.460         0.472
  229       1055.243         0.467
  230       1059.062         0.443
  231       1062.870         0.451
  232       1066.623         0.473
  233       1070.367         0.474
  234       1074.101         0.473
  235       1077.825         0.483
  236       1081.541         0.472
  237       1085.246         0.475
  238       1088.941         0.480
  239       1092.627         0.473
  240       1096.340         0.475
  241       1100.042         0.487
  242       1103.698         0.466
  243       1107.344         0.473
  244       1110.979         0.479
  245       1114.604         0.480
  246       1118.219         0.453
  247       1121.823         0.464
  248       1125.417         0.473
  249       1129.001         0.469
  250       1132.615         0.468
  251       1136.219         0.491
  252       1139.771         0.482
  253       1143.311         0.480
  254       1146.842         0.478
  255       1150.362         0.493
  256       1153.871         0.000
  257       1157.369         0.486
  258       1160.856         0.473
  259       1164.366         0.486
  260       1167.865         0.485
  261       1171.318         0.477
  262       1174.762         0.479
  263       1178.194         0.495
  264       1181.615         0.477
  265       1185.025         0.486
  266       1188.424         0.489
  267       1191.812         0.476
  268       1195.224         0.480
  269       1198.626         0.477
  270       1201.979         0.485
  271       1205.321         0.496
  272       1208.652         0.483
  273       1211.970         0.475
  274       1215.277         0.478
  275       1218.574         0.485
  276       1221.859         0.481
  277       1225.168         0.474
  278       1228.464         0.481
  279       1231.712         0.469
  280       1234.951         0.476
  281       1238.178         0.486
  282       1241.392         0.472
  283       1244.596         0.474
  284       1247.788         0.464
  285       1250.967         0.481
  286       1254.176         0.470
  287       1257.373         0.484
  288       1260.518         0.478
  289       1263.651         0.484
  290       1266.772         0.487
  291       1269.882         0.473
  292       1272.981         0.507
  293       1276.067         0.519
  294       1279.143         0.485
  295       1282.207         0.475
  296       1285.258         0.491
