# Bin     Bin Center     Bin Content
  1       45.250         0.001
  2       92.588         0.002
  3       96.762         0.002
  4       100.939         0.001
  5       105.120         0.001
  6       109.368         0.002
  7       113.618         0.002
  8       117.809         0.000
  9       122.004         0.002
  10       126.203         0.002
  11       130.406         0.000
  12       134.612         0.000
  13       138.821         0.000
  14       143.034         0.000
  15       147.249         0.000
  16       151.469         0.001
  17       155.692         0.355
  18       159.918         0.318
  19       164.208         0.340
  20       168.501         0.330
  21       172.737         0.308
  22       176.976         0.359
  23       181.218         0.383
  24       185.463         0.295
  25       189.712         0.282
  26       193.964         0.347
  27       198.218         0.317
  28       202.476         0.332
  29       206.737         0.381
  30       211.000         0.398
  31       215.266         0.399
  32       219.594         0.394
  33       223.925         0.397
  34       228.201         0.399
  35       232.479         0.396
  36       236.759         0.401
  37       241.042         0.403
  38       245.328         0.406
  39       249.616         0.399
  40       253.908         0.394
  41       258.202         0.400
  42       262.499         0.400
  43       266.798         0.419
  44       271.099         0.419
  45       275.461         0.412
  46       279.825         0.421
  47       284.134         0.422
  48       288.445         0.341
  49       292.759         0.295
  50       297.075         0.398
  51       301.393         0.425
  52       305.712         0.431
  53       310.034         0.432
  54       314.360         0.427
  55       318.687         0.421
  56       323.015         0.403
  57       327.402         0.422
  58       331.791         0.386
  59       336.125         0.408
  60       340.462         0.392
  61       344.799         0.368
  62       349.139         0.432
  63       353.482         0.449
  64       357.825         0.452
  65       362.170         0.441
  66       366.516         0.441
  67       370.864         0.442
  68       375.215         0.443
  69       379.633         0.451
  70       384.052         0.441
  71       388.406         0.410
  72       392.761         0.388
  73       397.117         0.433
  74       401.476         0.453
  75       405.836         0.445
  76       410.195         0.460
  77       414.556         0.465
  78       418.919         0.463
  79       423.283         0.469
  80       427.646         0.466
  81       432.066         0.471
  82       436.487         0.475
  83       440.855         0.462
  84       445.223         0.472
  85       449.591         0.487
  86       453.960         0.491
  87       458.331         0.487
  88       462.701         0.485
  89       467.072         0.495
  90       471.444         0.494
  91       475.816         0.496
