# Bin     Bin Center     Bin Content
  1       45.250         0.000
  2       92.588         0.000
  3       96.762         0.000
  4       100.939         0.000
  5       105.120         0.000
  6       109.368         0.000
  7       113.618         0.000
  8       117.809         0.000
  9       122.004         0.000
  10       126.203         0.000
  11       130.406         0.000
  12       134.612         0.000
  13       138.821         0.000
  14       143.034         0.000
  15       147.249         0.000
  16       151.469         0.000
  17       155.692         0.362
  18       159.918         0.328
  19       164.208         0.354
  20       168.501         0.336
  21       172.737         0.325
  22       176.976         0.360
  23       181.218         0.384
  24       185.463         0.306
  25       189.712         0.295
  26       193.964         0.342
  27       198.218         0.310
  28       202.476         0.342
  29       206.737         0.389
  30       211.000         0.404
  31       215.266         0.403
  32       219.594         0.401
  33       223.925         0.403
  34       228.201         0.403
  35       232.479         0.398
  36       236.759         0.402
  37       241.042         0.407
  38       245.328         0.406
  39       249.616         0.401
  40       253.908         0.401
  41       258.202         0.405
  42       262.499         0.409
  43       266.798         0.418
  44       271.099         0.421
  45       275.461         0.418
  46       279.825         0.422
  47       284.134         0.431
  48       288.445         0.380
  49       292.759         0.369
  50       297.075         0.418
  51       301.393         0.433
  52       305.712         0.439
  53       310.034         0.443
  54       314.360         0.441
  55       318.687         0.435
  56       323.015         0.429
  57       327.402         0.430
  58       331.791         0.412
  59       336.125         0.440
  60       340.462         0.413
  61       344.799         0.404
  62       349.139         0.449
  63       353.482         0.458
  64       357.825         0.459
  65       362.170         0.456
  66       366.516         0.464
  67       370.864         0.453
  68       375.215         0.457
  69       379.633         0.461
  70       384.052         0.459
  71       388.406         0.453
  72       392.761         0.433
  73       397.117         0.453
  74       401.476         0.458
  75       405.836         0.472
  76       410.195         0.476
  77       414.556         0.483
  78       418.919         0.479
  79       423.283         0.485
  80       427.646         0.487
  81       432.066         0.491
  82       436.487         0.488
  83       440.855         0.491
  84       445.223         0.491
  85       449.591         0.501
  86       453.960         0.498
  87       458.331         0.500
  88       462.701         0.499
  89       467.072         0.502
  90       471.444         0.507
  91       475.816         0.507
  92       480.188         0.505
  93       484.624         0.514
  94       489.060         0.516
  95       493.432         0.516
  96       497.805         0.519
  97       502.178         0.523
  98       506.551         0.523
  99       510.924         0.529
  100       515.297         0.529
  101       519.670         0.524
  102       524.043         0.538
  103       528.416         0.539
  104       532.787         0.540
  105       537.220         0.531
  106       541.652         0.533
  107       546.022         0.546
  108       550.393         0.548
  109       554.763         0.000
  110       559.132         0.000
  111       563.499         0.560
  112       567.866         0.560
  113       572.233         0.564
  114       576.598         0.570
  115       580.963         0.576
  116       585.326         0.578
  117       589.748         0.584
  118       594.169         0.584
  119       598.528         0.589
  120       602.886         0.602
  121       607.242         0.607
  122       611.599         0.596
  123       615.953         0.612
  124       620.306         0.625
  125       624.656         0.616
  126       629.005         0.582
  127       633.353         0.548
  128       637.699         0.549
  129       642.109         0.522
  130       646.518         0.490
  131       650.857         0.466
  132       655.195         0.429
  133       659.530         0.417
  134       663.863         0.432
  135       668.194         0.443
  136       672.522         0.450
  137       676.847         0.441
  138       681.171         0.445
  139       685.492         0.447
  140       689.810         0.451
  141       694.190         0.429
  142       698.568         0.421
  143       702.877         0.438
  144       707.183         0.452
  145       711.487         0.444
  146       715.787         0.443
  147       720.085         0.446
  148       724.378         0.447
  149       728.669         0.450
  150       732.956         0.457
  151       737.240         0.442
  152       741.521         0.453
  153       745.851         0.428
  154       750.177         0.425
  155       754.446         0.462
  156       758.712         0.452
  157       762.973         0.458
  158       767.231         0.461
  159       771.484         0.459
  160       775.734         0.000
  161       779.980         0.454
  162       784.220         0.462
  163       788.457         0.462
  164       792.689         0.470
  165       796.976         0.433
  166       801.258         0.462
  167       805.477         0.468
  168       809.691         0.465
  169       813.899         0.470
  170       818.102         0.464
  171       822.301         0.466
  172       826.495         0.457
  173       830.684         0.473
  174       834.867         0.454
  175       839.046         0.471
  176       843.268         0.467
  177       847.484         0.470
  178       851.646         0.481
  179       855.803         0.480
  180       859.954         0.485
  181       864.099         0.473
  182       868.237         0.483
  183       872.370         0.478
  184       876.498         0.480
  185       880.620         0.485
  186       884.736         0.484
  187       888.899         0.485
  188       893.056         0.492
  189       897.154         0.476
  190       901.244         0.473
  191       905.327         0.461
  192       909.403         0.454
  193       913.473         0.457
  194       917.536         0.452
  195       921.594         0.454
  196       925.643         0.450
  197       929.686         0.443
  198       933.775         0.411
  199       937.856         0.427
  200       941.877         0.447
  201       945.891         0.451
  202       949.898         0.450
  203       953.897         0.442
  204       957.890         0.457
  205       961.875         0.446
  206       965.852         0.452
  207       969.821         0.459
  208       973.782         0.448
  209       977.786         0.463
  210       981.782         0.463
  211       985.720         0.451
  212       989.648         0.455
  213       993.570         0.437
  214       997.482         0.440
  215       1001.387         0.458
  216       1005.284         0.467
  217       1009.173         0.458
  218       1013.053         0.457
  219       1016.924         0.463
  220       1020.833         0.457
  221       1024.735         0.460
  222       1028.581         0.471
  223       1032.417         0.460
  224       1036.243         0.472
  225       1040.061         0.459
  226       1043.871         0.453
  227       1047.670         0.459
  228       1051.460         0.470
  229       1055.243         0.452
  230       1059.062         0.446
  231       1062.870         0.451
  232       1066.623         0.462
  233       1070.367         0.437
  234       1074.101         0.449
  235       1077.825         0.455
  236       1081.541         0.452
  237       1085.246         0.462
  238       1088.941         0.471
  239       1092.627         0.471
  240       1096.340         0.461
  241       1100.042         0.471
  242       1103.698         0.476
  243       1107.344         0.485
  244       1110.979         0.474
  245       1114.604         0.449
  246       1118.219         0.444
  247       1121.823         0.450
  248       1125.417         0.468
  249       1129.001         0.460
  250       1132.615         0.474
  251       1136.219         0.449
  252       1139.771         0.480
  253       1143.311         0.462
  254       1146.842         0.470
  255       1150.362         0.474
  256       1153.871         0.000
  257       1157.369         0.464
  258       1160.856         0.470
  259       1164.366         0.467
  260       1167.865         0.480
  261       1171.318         0.469
  262       1174.762         0.487
  263       1178.194         0.481
  264       1181.615         0.487
  265       1185.025         0.487
  266       1188.424         0.461
  267       1191.812         0.476
  268       1195.224         0.489
  269       1198.626         0.491
  270       1201.979         0.479
  271       1205.321         0.487
  272       1208.652         0.480
  273       1211.970         0.473
  274       1215.277         0.476
  275       1218.574         0.497
  276       1221.859         0.481
  277       1225.168         0.470
  278       1228.464         0.489
  279       1231.712         0.477
  280       1234.951         0.471
  281       1238.178         0.480
  282       1241.392         0.466
  283       1244.596         0.467
  284       1247.788         0.466
  285       1250.967         0.487
  286       1254.176         0.440
  287       1257.373         0.467
  288       1260.518         0.489
  289       1263.651         0.488
  290       1266.772         0.485
  291       1269.882         0.472
  292       1272.981         0.405
  293       1276.067         0.424
  294       1279.143         0.491
  295       1282.207         0.478
  296       1285.258         0.480
  297       1288.331         0.494
