# Bin     Bin Center     Bin Content
  1       45.250         0.000
  2       92.588         0.000
  3       96.762         0.000
  4       100.939         0.000
  5       105.120         0.000
  6       109.368         0.000
  7       113.618         -0.000
  8       117.809         0.000
  9       122.004         0.000
  10       126.203         0.000
  11       130.406         0.000
  12       134.612         0.000
  13       138.821         0.000
  14       143.034         0.000
  15       147.249         -0.000
  16       151.469         0.000
  17       155.692         0.386
  18       159.918         0.351
  19       164.208         0.374
  20       168.501         0.367
  21       172.737         0.348
  22       176.976         0.385
  23       181.218         0.407
  24       185.463         0.343
  25       189.712         0.337
  26       193.964         0.378
  27       198.218         0.359
  28       202.476         0.362
  29       206.737         0.414
  30       211.000         0.422
  31       215.266         0.423
  32       219.594         0.426
  33       223.925         0.423
  34       228.201         0.423
  35       232.479         0.427
  36       236.759         0.430
  37       241.042         0.428
  38       245.328         0.434
  39       249.616         0.427
  40       253.908         0.423
  41       258.202         0.436
  42       262.499         0.437
  43       266.798         0.440
  44       271.099         0.444
  45       275.461         0.440
  46       279.825         0.447
  47       284.134         0.455
  48       288.445         0.420
  49       292.759         0.411
  50       297.075         0.441
  51       301.393         0.455
  52       305.712         0.465
  53       310.034         0.467
  54       314.360         0.466
  55       318.687         0.464
  56       323.015         0.452
  57       327.402         0.457
  58       331.791         0.446
  59       336.125         0.468
  60       340.462         0.462
  61       344.799         0.460
  62       349.139         0.478
  63       353.482         0.481
  64       357.825         0.481
  65       362.170         0.483
  66       366.516         0.491
  67       370.864         0.484
  68       375.215         0.483
  69       379.633         0.487
  70       384.052         0.494
  71       388.406         0.478
  72       392.761         0.467
  73       397.117         0.472
  74       401.476         0.495
  75       405.836         0.501
  76       410.195         0.507
  77       414.556         0.503
  78       418.919         0.509
  79       423.283         0.513
  80       427.646         0.517
  81       432.066         0.516
  82       436.487         0.520
  83       440.855         0.530
  84       445.223         0.519
  85       449.591         0.525
  86       453.960         0.526
  87       458.331         0.532
  88       462.701         0.534
  89       467.072         0.533
  90       471.444         0.543
  91       475.816         0.543
  92       480.188         0.540
  93       484.624         0.548
  94       489.060         0.545
  95       493.432         0.546
  96       497.805         0.546
  97       502.178         0.554
  98       506.551         0.560
  99       510.924         0.558
  100       515.297         0.557
  101       519.670         0.565
  102       524.043         0.569
  103       528.416         0.571
  104       532.787         0.576
  105       537.220         0.573
  106       541.652         0.571
  107       546.022         0.585
  108       550.393         0.586
  109       554.763         0.000
  110       559.132         0.000
  111       563.499         0.590
  112       567.866         0.599
  113       572.233         0.602
  114       576.598         0.609
  115       580.963         0.605
  116       585.326         0.616
  117       589.748         0.622
  118       594.169         0.622
  119       598.528         0.628
  120       602.886         0.638
  121       607.242         0.640
  122       611.599         0.641
  123       615.953         0.650
  124       620.306         0.645
  125       624.656         0.652
  126       629.005         0.618
  127       633.353         0.590
  128       637.699         0.582
  129       642.109         0.552
  130       646.518         0.514
  131       650.857         0.486
  132       655.195         0.464
  133       659.530         0.440
  134       663.863         0.455
  135       668.194         0.458
  136       672.522         0.462
  137       676.847         0.469
  138       681.171         0.474
  139       685.492         0.474
  140       689.810         0.472
  141       694.190         0.457
  142       698.568         0.461
  143       702.877         0.459
  144       707.183         0.478
  145       711.487         0.478
  146       715.787         0.468
  147       720.085         0.470
  148       724.378         0.468
  149       728.669         0.472
  150       732.956         0.477
  151       737.240         0.481
  152       741.521         0.482
  153       745.851         0.463
  154       750.177         0.471
  155       754.446         0.481
  156       758.712         0.474
  157       762.973         0.485
  158       767.231         0.484
  159       771.484         0.483
  160       775.734         0.000
  161       779.980         0.489
  162       784.220         0.487
  163       788.457         0.495
  164       792.689         0.483
  165       796.976         0.449
  166       801.258         0.490
  167       805.477         0.490
  168       809.691         0.502
  169       813.899         0.495
  170       818.102         0.491
  171       822.301         0.493
  172       826.495         0.482
  173       830.684         0.499
  174       834.867         0.487
  175       839.046         0.504
  176       843.268         0.497
  177       847.484         0.494
  178       851.646         0.502
  179       855.803         0.509
  180       859.954         0.499
  181       864.099         0.504
  182       868.237         0.515
  183       872.370         0.507
  184       876.498         0.527
  185       880.620         0.523
  186       884.736         0.515
  187       888.899         0.514
  188       893.056         0.511
  189       897.154         0.513
  190       901.244         0.496
  191       905.327         0.488
  192       909.403         0.490
  193       913.473         0.483
  194       917.536         0.477
  195       921.594         0.474
  196       925.643         0.467
  197       929.686         0.480
  198       933.775         0.459
  199       937.856         0.465
  200       941.877         0.476
  201       945.891         0.482
  202       949.898         0.475
  203       953.897         0.470
  204       957.890         0.490
  205       961.875         0.484
  206       965.852         0.477
  207       969.821         0.479
  208       973.782         0.483
  209       977.786         0.488
  210       981.782         0.492
  211       985.720         0.476
  212       989.648         0.469
  213       993.570         0.457
  214       997.482         0.468
  215       1001.387         0.491
  216       1005.284         0.501
  217       1009.173         0.482
  218       1013.053         0.491
  219       1016.924         0.495
  220       1020.833         0.490
  221       1024.735         0.499
  222       1028.581         0.491
  223       1032.417         0.489
  224       1036.243         0.491
  225       1040.061         0.489
  226       1043.871         0.490
  227       1047.670         0.492
  228       1051.460         0.487
  229       1055.243         0.490
  230       1059.062         0.492
  231       1062.870         0.480
  232       1066.623         0.484
  233       1070.367         0.461
  234       1074.101         0.461
  235       1077.825         0.476
  236       1081.541         0.492
  237       1085.246         0.492
  238       1088.941         0.498
  239       1092.627         0.486
  240       1096.340         0.497
  241       1100.042         0.494
  242       1103.698         0.497
  243       1107.344         0.492
  244       1110.979         0.493
  245       1114.604         0.467
  246       1118.219         0.451
  247       1121.823         0.494
  248       1125.417         0.506
  249       1129.001         0.487
  250       1132.615         0.486
  251       1136.219         0.484
  252       1139.771         0.501
  253       1143.311         0.492
  254       1146.842         0.484
  255       1150.362         0.506
  256       1153.871         0.000
  257       1157.369         0.499
  258       1160.856         0.502
  259       1164.366         0.494
  260       1167.865         0.509
  261       1171.318         0.514
  262       1174.762         0.513
  263       1178.194         0.501
  264       1181.615         0.501
  265       1185.025         0.507
  266       1188.424         0.492
  267       1191.812         0.504
  268       1195.224         0.507
  269       1198.626         0.511
  270       1201.979         0.501
  271       1205.321         0.503
  272       1208.652         0.513
  273       1211.970         0.509
  274       1215.277         0.514
  275       1218.574         0.510
  276       1221.859         0.485
  277       1225.168         0.504
  278       1228.464         0.503
  279       1231.712         0.506
  280       1234.951         0.507
  281       1238.178         0.507
  282       1241.392         0.503
  283       1244.596         0.509
  284       1247.788         0.491
  285       1250.967         0.514
  286       1254.176         0.538
  287       1257.373         0.502
  288       1260.518         0.505
  289       1263.651         0.516
  290       1266.772         0.517
  291       1269.882         0.518
  292       1272.981         0.435
  293       1276.067         0.450
  294       1279.143         0.522
  295       1282.207         0.506
  296       1285.258         0.499
  297       1288.331         0.491
