# Bin     Bin Center     Bin Content
  1       45.250         0.000
  2       92.588         0.000
  3       96.762         0.000
  4       100.939         0.000
  5       105.120         0.000
  6       109.368         0.000
  7       113.618         0.000
  8       117.809         0.000
  9       122.004         0.000
  10       126.203         0.000
  11       130.406         0.000
  12       134.612         0.000
  13       138.821         0.000
  14       143.034         0.000
  15       147.249         0.000
  16       151.469         0.000
  17       155.692         0.770
  18       159.918         0.763
  19       164.208         0.751
  20       168.501         0.873
  21       172.737         0.926
  22       176.976         0.862
  23       181.218         0.769
  24       185.463         0.772
  25       189.712         0.800
  26       193.964         0.787
  27       198.218         0.883
  28       202.476         0.965
  29       206.737         0.869
  30       211.000         0.804
  31       215.266         0.811
  32       219.594         0.825
  33       223.925         0.798
  34       228.201         0.837
  35       232.479         0.860
  36       236.759         0.844
  37       241.042         0.852
  38       245.328         0.856
  39       249.616         0.892
  40       253.908         0.872
  41       258.202         0.861
  42       262.499         0.891
  43       266.798         0.861
  44       271.099         0.892
  45       275.461         0.905
  46       279.825         0.896
  47       284.134         0.869
  48       288.445         0.837
  49       292.759         0.842
  50       297.075         0.890
  51       301.393         0.911
  52       305.712         0.912
  53       310.034         0.922
  54       314.360         0.923
  55       318.687         0.972
  56       323.015         0.982
  57       327.402         0.997
  58       331.791         0.991
  59       336.125         0.957
  60       340.462         0.943
  61       344.799         1.015
  62       349.139         0.959
  63       353.482         0.961
  64       357.825         0.970
  65       362.170         0.984
  66       366.516         1.015
  67       370.864         1.003
  68       375.215         1.026
  69       379.633         1.016
  70       384.052         1.029
  71       388.406         0.973
  72       392.761         0.956
  73       397.117         1.082
  74       401.476         1.009
  75       405.836         1.004
  76       410.195         1.073
  77       414.556         1.053
  78       418.919         1.069
  79       423.283         1.091
  80       427.646         1.104
  81       432.066         1.097
  82       436.487         1.118
  83       440.855         1.083
  84       445.223         1.104
  85       449.591         1.164
  86       453.960         1.179
  87       458.331         1.162
  88       462.701         1.167
  89       467.072         1.202
  90       471.444         1.222
  91       475.816         1.220
  92       480.188         1.216
  93       484.624         1.248
  94       489.060         1.274
  95       493.432         1.312
  96       497.805         1.290
  97       502.178         1.286
  98       506.551         1.339
  99       510.924         1.364
  100       515.297         1.290
  101       519.670         1.285
  102       524.043         1.385
  103       528.416         1.415
  104       532.787         1.458
  105       537.220         1.373
  106       541.652         1.382
  107       546.022         1.551
  108       550.393         1.543
  109       554.763         0.000
  110       559.132         0.000
  111       563.499         1.634
  112       567.866         1.635
  113       572.233         1.683
  114       576.598         1.698
  115       580.963         1.723
  116       585.326         1.773
  117       589.748         1.820
  118       594.169         1.820
  119       598.528         1.874
  120       602.886         1.893
  121       607.242         1.949
  122       611.599         1.865
  123       615.953         1.921
  124       620.306         1.961
  125       624.656         1.871
  126       629.005         1.481
  127       633.353         1.342
  128       637.699         1.268
  129       642.109         1.066
  130       646.518         0.963
  131       650.857         0.879
  132       655.195         0.757
  133       659.530         0.717
  134       663.863         0.777
  135       668.194         0.773
  136       672.522         0.783
  137       676.847         0.785
  138       681.171         0.785
  139       685.492         0.772
  140       689.810         0.779
  141       694.190         0.644
  142       698.568         0.650
  143       702.877         0.790
  144       707.183         0.781
  145       711.487         0.846
  146       715.787         0.813
  147       720.085         0.731
  148       724.378         0.757
  149       728.669         0.791
  150       732.956         0.788
  151       737.240         0.787
  152       741.521         0.769
  153       745.851         0.627
  154       750.177         0.666
  155       754.446         0.782
  156       758.712         0.800
  157       762.973         0.808
  158       767.231         0.795
  159       771.484         0.821
  160       775.734         0.000
  161       779.980         0.810
  162       784.220         0.801
  163       788.457         0.805
  164       792.689         0.830
  165       796.976         0.872
  166       801.258         0.815
  167       805.477         0.833
  168       809.691         0.821
  169       813.899         0.825
  170       818.102         0.824
  171       822.301         0.852
  172       826.495         0.829
  173       830.684         0.859
  174       834.867         0.832
  175       839.046         0.875
  176       843.268         0.876
  177       847.484         0.848
  178       851.646         0.898
  179       855.803         0.903
  180       859.954         0.890
  181       864.099         0.870
  182       868.237         0.924
  183       872.370         0.914
  184       876.498         0.889
  185       880.620         0.932
  186       884.736         0.922
  187       888.899         0.939
  188       893.056         0.909
  189       897.154         0.896
  190       901.244         0.865
  191       905.327         0.824
  192       909.403         0.822
  193       913.473         0.793
  194       917.536         0.754
  195       921.594         0.768
  196       925.643         0.757
  197       929.686         0.763
  198       933.775         0.745
  199       937.856         0.731
  200       941.877         0.711
  201       945.891         0.695
  202       949.898         0.689
  203       953.897         0.723
  204       957.890         0.786
  205       961.875         0.754
  206       965.852         0.759
  207       969.821         0.778
  208       973.782         0.785
  209       977.786         0.796
  210       981.782         0.766
  211       985.720         0.753
  212       989.648         0.787
  213       993.570         0.732
  214       997.482         0.750
  215       1001.387         0.786
  216       1005.284         0.799
  217       1009.173         0.809
  218       1013.053         0.829
  219       1016.924         0.842
  220       1020.833         0.810
  221       1024.735         0.814
  222       1028.581         0.806
  223       1032.417         0.821
  224       1036.243         0.810
  225       1040.061         0.761
  226       1043.871         0.773
  227       1047.670         0.804
  228       1051.460         0.804
  229       1055.243         0.815
  230       1059.062         0.695
  231       1062.870         0.666
  232       1066.623         0.762
  233       1070.367         0.797
  234       1074.101         0.776
  235       1077.825         0.783
  236       1081.541         0.764
  237       1085.246         0.777
  238       1088.941         0.839
  239       1092.627         0.801
  240       1096.340         0.820
  241       1100.042         0.789
  242       1103.698         0.837
  243       1107.344         0.787
  244       1110.979         0.830
  245       1114.604         0.751
  246       1118.219         0.752
  247       1121.823         0.792
  248       1125.417         0.849
  249       1129.001         0.819
  250       1132.615         0.779
  251       1136.219         0.763
  252       1139.771         0.741
  253       1143.311         0.775
  254       1146.842         0.834
  255       1150.362         0.837
  256       1153.871         0.000
  257       1157.369         0.803
  258       1160.856         0.798
  259       1164.366         0.837
  260       1167.865         0.820
  261       1171.318         0.829
  262       1174.762         0.820
  263       1178.194         0.839
  264       1181.615         0.848
  265       1185.025         0.821
  266       1188.424         0.828
  267       1191.812         0.809
  268       1195.224         0.815
  269       1198.626         0.865
  270       1201.979         0.882
  271       1205.321         0.840
  272       1208.652         0.859
  273       1211.970         0.864
  274       1215.277         0.863
  275       1218.574         0.858
  276       1221.859         0.832
  277       1225.168         0.872
  278       1228.464         0.888
  279       1231.712         0.899
  280       1234.951         0.865
  281       1238.178         0.898
  282       1241.392         0.766
  283       1244.596         0.677
  284       1247.788         0.857
  285       1250.967         0.921
  286       1254.176         0.845
  287       1257.373         1.026
  288       1260.518         0.830
  289       1263.651         0.925
  290       1266.772         0.916
  291       1269.882         0.863
  292       1272.981         0.588
  293       1276.067         0.743
  294       1279.143         0.916
  295       1282.207         0.942
  296       1285.258         0.880
  297       1288.331         0.804
