# Bin     Bin Center     Bin Content
  1       45.250         0.000
  2       92.588         0.000
  3       96.762         0.000
  4       100.939         0.000
  5       105.120         0.000
  6       109.368         0.000
  7       113.618         0.000
  8       117.809         0.000
  9       122.004         0.000
  10       126.203         0.000
  11       130.406         0.000
  12       134.612         0.000
  13       138.821         0.000
  14       143.034         0.000
  15       147.249         0.000
  16       151.469         0.000
  17       155.692         0.877
  18       159.918         0.817
  19       164.208         0.851
  20       168.501         0.980
  21       172.737         1.028
  22       176.976         0.993
  23       181.218         0.909
  24       185.463         0.871
  25       189.712         0.860
  26       193.964         0.958
  27       198.218         1.092
  28       202.476         1.074
  29       206.737         0.994
  30       211.000         0.936
  31       215.266         0.960
  32       219.594         0.965
  33       223.925         0.934
  34       228.201         0.967
  35       232.479         0.986
  36       236.759         0.991
  37       241.042         1.010
  38       245.328         1.011
  39       249.616         1.049
  40       253.908         1.052
  41       258.202         1.064
  42       262.499         1.100
  43       266.798         1.015
  44       271.099         1.015
  45       275.461         1.071
  46       279.825         1.048
  47       284.134         1.039
  48       288.445         1.024
  49       292.759         0.991
  50       297.075         1.051
  51       301.393         1.064
  52       305.712         1.064
  53       310.034         1.074
  54       314.360         1.110
  55       318.687         1.105
  56       323.015         1.128
  57       327.402         1.142
  58       331.791         1.196
  59       336.125         1.136
  60       340.462         1.164
  61       344.799         1.248
  62       349.139         1.127
  63       353.482         1.117
  64       357.825         1.133
  65       362.170         1.140
  66       366.516         1.144
  67       370.864         1.179
  68       375.215         1.209
  69       379.633         1.161
  70       384.052         1.181
  71       388.406         1.143
  72       392.761         1.221
  73       397.117         1.244
  74       401.476         1.153
  75       405.836         1.164
  76       410.195         1.230
  77       414.556         1.247
  78       418.919         1.227
  79       423.283         1.246
  80       427.646         1.271
  81       432.066         1.299
  82       436.487         1.313
  83       440.855         1.341
  84       445.223         1.354
  85       449.591         1.344
  86       453.960         1.339
  87       458.331         1.354
  88       462.701         1.358
  89       467.072         1.385
  90       471.444         1.415
  91       475.816         1.418
  92       480.188         1.457
  93       484.624         1.455
  94       489.060         1.464
  95       493.432         1.509
  96       497.805         1.522
  97       502.178         1.525
  98       506.551         1.546
  99       510.924         1.596
  100       515.297         1.494
  101       519.670         1.516
  102       524.043         1.597
  103       528.416         1.655
  104       532.787         1.701
  105       537.220         1.611
  106       541.652         1.638
  107       546.022         1.801
  108       550.393         1.837
  109       554.763         0.000
  110       559.132         0.000
  111       563.499         1.879
  112       567.866         1.889
  113       572.233         1.901
  114       576.598         2.038
  115       580.963         2.065
  116       585.326         2.102
  117       589.748         2.116
  118       594.169         2.157
  119       598.528         2.200
  120       602.886         2.250
  121       607.242         2.290
  122       611.599         2.210
  123       615.953         2.189
  124       620.306         2.237
  125       624.656         2.132
  126       629.005         1.724
  127       633.353         1.505
  128       637.699         1.421
  129       642.109         1.204
  130       646.518         1.076
  131       650.857         0.993
  132       655.195         0.936
  133       659.530         0.893
  134       663.863         0.899
  135       668.194         0.883
  136       672.522         0.899
  137       676.847         0.891
  138       681.171         0.896
  139       685.492         0.899
  140       689.810         0.905
  141       694.190         0.782
  142       698.568         0.753
  143       702.877         0.932
  144       707.183         0.915
  145       711.487         0.981
  146       715.787         0.902
  147       720.085         0.893
  148       724.378         0.932
  149       728.669         0.924
  150       732.956         0.926
  151       737.240         0.921
  152       741.521         0.899
  153       745.851         0.758
  154       750.177         0.761
  155       754.446         0.947
  156       758.712         0.943
  157       762.973         0.966
  158       767.231         0.935
  159       771.484         0.932
  160       775.734         0.000
  161       779.980         0.951
  162       784.220         0.917
  163       788.457         0.915
  164       792.689         0.975
  165       796.976         0.939
  166       801.258         0.997
  167       805.477         1.015
  168       809.691         0.995
  169       813.899         1.013
  170       818.102         0.977
  171       822.301         0.992
  172       826.495         0.905
  173       830.684         1.037
  174       834.867         0.937
  175       839.046         1.011
  176       843.268         1.017
  177       847.484         1.001
  178       851.646         0.998
  179       855.803         1.025
  180       859.954         1.037
  181       864.099         1.024
  182       868.237         1.066
  183       872.370         1.082
  184       876.498         1.050
  185       880.620         1.037
  186       884.736         1.079
  187       888.899         1.048
  188       893.056         1.044
  189       897.154         1.013
  190       901.244         0.989
  191       905.327         0.940
  192       909.403         0.928
  193       913.473         0.927
  194       917.536         0.925
  195       921.594         0.869
  196       925.643         0.913
  197       929.686         0.885
  198       933.775         0.892
  199       937.856         0.926
  200       941.877         0.783
  201       945.891         0.780
  202       949.898         0.863
  203       953.897         0.835
  204       957.890         0.920
  205       961.875         0.920
  206       965.852         0.881
  207       969.821         0.885
  208       973.782         0.914
  209       977.786         0.907
  210       981.782         0.897
  211       985.720         0.881
  212       989.648         0.833
  213       993.570         0.940
  214       997.482         0.900
  215       1001.387         0.939
  216       1005.284         0.932
  217       1009.173         0.929
  218       1013.053         0.955
  219       1016.924         0.951
  220       1020.833         0.959
  221       1024.735         0.949
  222       1028.581         0.930
  223       1032.417         0.949
  224       1036.243         0.905
  225       1040.061         0.873
  226       1043.871         0.899
  227       1047.670         0.933
  228       1051.460         1.022
  229       1055.243         0.946
  230       1059.062         0.838
  231       1062.870         0.841
  232       1066.623         0.936
  233       1070.367         0.992
  234       1074.101         0.898
  235       1077.825         0.871
  236       1081.541         0.956
  237       1085.246         0.915
  238       1088.941         0.927
  239       1092.627         0.940
  240       1096.340         0.903
  241       1100.042         0.956
  242       1103.698         0.955
  243       1107.344         0.922
  244       1110.979         0.926
  245       1114.604         0.865
  246       1118.219         0.879
  247       1121.823         0.989
  248       1125.417         0.951
  249       1129.001         0.967
  250       1132.615         0.903
  251       1136.219         0.899
  252       1139.771         0.871
  253       1143.311         0.879
  254       1146.842         0.991
  255       1150.362         0.944
  256       1153.871         0.000
  257       1157.369         0.965
  258       1160.856         0.934
  259       1164.366         0.960
  260       1167.865         0.951
  261       1171.318         0.967
  262       1174.762         1.002
  263       1178.194         0.998
  264       1181.615         0.966
  265       1185.025         1.016
  266       1188.424         0.955
  267       1191.812         0.940
  268       1195.224         0.961
  269       1198.626         1.020
  270       1201.979         1.018
  271       1205.321         1.022
  272       1208.652         0.954
  273       1211.970         0.990
  274       1215.277         1.001
  275       1218.574         1.029
  276       1221.859         1.058
  277       1225.168         0.931
  278       1228.464         0.998
  279       1231.712         1.023
  280       1234.951         1.106
  281       1238.178         1.171
  282       1241.392         0.710
  283       1244.596         0.695
  284       1247.788         1.030
  285       1250.967         1.041
  286       1254.176         0.862
  287       1257.373         0.865
  288       1260.518         1.099
  289       1263.651         1.069
  290       1266.772         1.079
  291       1269.882         1.094
  292       1272.981         0.562
  293       1276.067         0.569
  294       1279.143         1.090
  295       1282.207         1.060
  296       1285.258         1.088
  297       1288.331         1.126
