   1.   1446.723    1.982
   2.   1444.726    2.064
   3.   1442.645    2.148
   4.   1440.480    2.231
   5.   1438.233    2.318
   6.   1435.901    2.408
   7.   1433.474    2.500
   8.   1430.958    2.590
   9.   1428.354    2.679
  10.   1425.666    2.764
  11.   1422.895    2.847
  12.   1420.045    2.922
  13.   1417.121    2.996
  14.   1414.129    3.062
  15.   1411.075    3.123
  16.   1407.967    3.175
  17.   1404.810    3.222
  18.   1401.616    3.257
  19.   1398.390    3.283
  20.   1395.149    3.296
  21.   1391.892    3.301
  22.   1388.638    3.292
  23.   1385.396    3.272
  24.   1382.178    3.242
  25.   1378.993    3.205
  26.   1375.848    3.162
  27.   1372.752    3.110
  28.   1369.708    3.059
  29.   1366.717    3.005
  30.   1363.781    2.955
  31.   1360.892    2.911
  32.   1358.043    2.870
  33.   1355.252    2.879
  34.   1352.451    2.931
  35.   1349.663    2.970
  36.   1346.868    2.995
  37.   1344.054    3.007
  38.   1341.219    3.027
  39.   1338.331    2.976
  40.   1335.509    2.928
  41.   1332.640    2.953
  42.   1329.759    2.983
  43.   1326.866    3.010
  44.   1323.964    3.040
  45.   1321.050    3.068
  46.   1318.126    3.097
  47.   1315.190    3.126
  48.   1312.245    3.153
  49.   1309.248    3.106
  50.   1306.318    3.056
  51.   1303.338    3.085
  52.   1300.347    3.112
  53.   1297.346    3.141
  54.   1294.331    3.168
  55.   1291.305    3.197
  56.   1288.267    3.226
  57.   1285.186    3.190
  58.   1282.160    3.151
  59.   1279.088    3.180
  60.   1276.004    3.207
  61.   1272.909    3.236
  62.   1269.803    3.263
  63.   1266.683    3.294
  64.   1263.553    3.324
  65.   1260.412    3.352
  66.   1257.258    3.381
  67.   1254.093    3.409
  68.   1250.875    3.357
  69.   1247.728    3.304
  70.   1244.529    3.332
  71.   1241.316    3.361
  72.   1238.093    3.390
  73.   1234.858    3.419
  74.   1231.610    3.448
  75.   1228.352    3.477
  76.   1225.083    3.507
  77.   1221.766    3.466
  78.   1218.507    3.423
  79.   1215.203    3.452
  80.   1211.886    3.479
  81.   1208.559    3.512
  82.   1205.220    3.538
  83.   1201.869    3.568
  84.   1198.507    3.597
  85.   1195.133    3.627
  86.   1191.711    3.582
  87.   1188.353    3.536
  88.   1184.945    3.565
  89.   1181.526    3.594
  90.   1178.096    3.623
  91.   1174.656    3.651
  92.   1171.202    3.680
  93.   1167.739    3.710
  94.   1164.265    3.740
  95.   1160.746    3.703
  96.   1157.283    3.663
  97.   1153.777    3.693
  98.   1150.258    3.721
  99.   1146.729    3.751
 100.   1143.189    3.779
 101.   1139.639    3.810
 102.   1136.078    3.839
 103.   1132.506    3.868
 104.   1128.883    3.816
 105.   1125.331    3.762
 106.   1121.727    3.791
 107.   1118.114    3.820
 108.   1114.489    3.849
 109.   1110.855    3.878
 110.   1107.210    3.907
 111.   1103.555    3.937
 112.   1099.890    3.965
 113.   1096.215    3.994
 114.   1092.492    3.951
 115.   1088.835    3.904
 116.   1085.129    3.933
 117.   1081.415    3.963
 118.   1077.690    3.991
 119.   1073.955    4.021
 120.   1070.211    4.050
 121.   1066.457    4.080
 122.   1062.694    4.109
 123.   1058.922    4.138
 124.   1055.094    4.076
 125.   1051.348    4.013
 126.   1047.546    4.041
 127.   1043.738    4.070
 128.   1039.918    4.100
 129.   1036.090    4.129
 130.   1032.253    4.158
 131.   1028.407    4.188
 132.   1024.552    4.216
 133.   1020.687    4.245
 134.   1016.768    4.179
 135.   1012.935    4.112
 136.   1009.045    4.141
 137.   1005.146    4.169
 138.   1001.239    4.196
 139.    997.324    4.226
 140.    993.401    4.254
 141.    989.469    4.284
 142.    985.529    4.313
 143.    981.583    4.342
 144.    977.626    4.370
 145.    973.612    4.299
 146.    969.690    4.227
 147.    965.711    4.255
 148.    961.724    4.283
 149.    957.729    4.311
 150.    953.726    4.339
 151.    949.715    4.368
 152.    945.699    4.396
 153.    941.674    4.424
 154.    937.642    4.453
 155.    933.603    4.481
 156.    929.504    4.405
 157.    925.503    4.326
 158.    921.443    4.356
 159.    917.375    4.382
 160.    913.301    4.411
 161.    909.221    4.438
 162.    905.133    4.467
 163.    901.039    4.495
 164.    896.939    4.523
 165.    892.831    4.551
 166.    888.717    4.578
 167.    884.543    4.499
 168.    880.472    4.414
 169.    876.340    4.440
 170.    872.201    4.470
 171.    868.057    4.496
 172.    863.907    4.524
 173.    859.752    4.553
 174.    855.590    4.578
 175.    851.423    4.607
 176.    847.250    4.633
 177.    843.072    4.661
 178.    838.839    4.591
 179.    834.699    4.518
 180.    830.504    4.546
 181.    826.305    4.572
 182.    822.100    4.600
 183.    817.890    4.625
 184.    813.675    4.654
 185.    809.456    4.681
 186.    805.231    4.707
 187.    801.001    4.735
 188.    796.768    4.760
 189.    792.469    4.669
 190.    788.286    4.576
 191.    784.039    4.601
 192.    779.787    4.629
 193.    775.531    4.654
 194.    771.270    4.681
 195.    767.005    4.707
 196.    762.736    4.733
 197.    758.464    4.760
 198.    754.187    4.786
 199.    749.906    4.813
 200.    745.622    4.840
 201.    741.281    4.759
 202.    737.043    4.678
 203.    732.747    4.703
 204.    728.449    4.729
 205.    724.147    4.755
 206.    719.842    4.781
 207.    715.534    4.806
 208.    711.222    4.832
 209.    706.907    4.857
 210.    702.589    4.883
 211.    698.268    4.910
 212.    693.944    4.936
 213.    689.553    4.832
 214.    685.288    4.726
 215.    680.956    4.753
 216.    676.621    4.776
 217.    672.284    4.803
 218.    667.945    4.826
 219.    663.603    4.852
 220.    659.259    4.877
 221.    654.912    4.902
 222.    650.563    4.927
 223.    646.212    4.952
 224.    641.859    4.977
 225.    637.437    4.868
 226.    633.148    4.757
 227.    628.789    4.781
 228.    624.428    4.807
 229.    620.066    4.830
 230.    615.703    4.855
 231.    611.337    4.879
 232.    606.970    4.902
 233.    602.601    4.926
 234.    598.232    4.951
 235.    593.861    4.976
 236.    589.489    4.999
 237.    585.055    4.905
 238.    580.741    4.808
 239.    576.364    4.832
 240.    571.988    4.856
 241.    567.610    4.880
 242.    563.232    4.902
 243.    558.853    4.925
 244.    554.473    4.949
 245.    550.092    4.973
 246.    545.710    4.995
 247.    541.329    5.017
 248.    536.946    5.043
 249.    532.502    4.943
 250.    528.180    4.843
 251.    523.797    4.866
 252.    519.413    4.887
 253.    515.028    4.910
 254.    510.644    4.933
 255.    506.259    4.956
 256.    501.876    4.978
 257.    497.491    5.001
 258.    493.107    5.024
 259.    488.723    5.046
 260.    484.339    5.069
 261.    479.892    4.964
 262.    475.572    4.860
 263.    471.189    4.883
 264.    466.806    4.903
 265.    462.424    4.924
 266.    458.042    4.948
 267.    453.661    4.968
 268.    449.280    4.990
 269.    444.900    5.013
 270.    440.522    5.034
 271.    436.143    5.055
 272.    431.766    5.077
 273.    427.334    4.988
 274.    423.013    4.904
 275.    418.638    4.925
 276.    414.265    4.944
 277.    409.892    4.966
 278.    405.522    4.988
 279.    401.152    5.009
