# Bin     Bin Center     Bin Content
  1       45.250         0.000
  2       92.588         0.000
  3       96.762         0.000
  4       100.939         0.000
  5       105.120         0.000
  6       109.368         0.000
  7       113.618         0.000
  8       117.809         0.000
  9       122.004         0.000
  10       126.203         0.000
  11       130.406         0.000
  12       134.612         0.000
  13       138.821         0.000
  14       143.034         0.000
  15       147.249         0.000
  16       151.469         0.000
  17       155.692         0.747
  18       159.918         0.726
  19       164.208         0.719
  20       168.501         0.810
  21       172.737         0.880
  22       176.976         0.833
  23       181.218         0.744
  24       185.463         0.815
  25       189.712         0.828
  26       193.964         0.827
  27       198.218         0.927
  28       202.476         0.924
  29       206.737         0.810
  30       211.000         0.761
  31       215.266         0.767
  32       219.594         0.785
  33       223.925         0.777
  34       228.201         0.793
  35       232.479         0.817
  36       236.759         0.806
  37       241.042         0.820
  38       245.328         0.817
  39       249.616         0.839
  40       253.908         0.860
  41       258.202         0.859
  42       262.499         0.859
  43       266.798         0.826
  44       271.099         0.837
  45       275.461         0.852
  46       279.825         0.836
  47       284.134         0.842
  48       288.445         0.880
  49       292.759         0.875
  50       297.075         0.877
  51       301.393         0.848
  52       305.712         0.856
  53       310.034         0.868
  54       314.360         0.873
  55       318.687         0.903
  56       323.015         0.936
  57       327.402         0.946
  58       331.791         0.998
  59       336.125         0.932
  60       340.462         0.996
  61       344.799         1.058
  62       349.139         0.962
  63       353.482         0.911
  64       357.825         0.928
  65       362.170         0.948
  66       366.516         0.947
  67       370.864         0.979
  68       375.215         0.988
  69       379.633         0.963
  70       384.052         0.948
  71       388.406         0.962
  72       392.761         0.991
  73       397.117         1.019
  74       401.476         0.983
  75       405.836         0.990
  76       410.195         1.020
  77       414.556         1.021
  78       418.919         1.016
  79       423.283         1.035
  80       427.646         1.041
  81       432.066         1.066
  82       436.487         1.074
  83       440.855         1.093
  84       445.223         1.098
  85       449.591         1.101
  86       453.960         1.112
  87       458.331         1.114
  88       462.701         1.136
  89       467.072         1.131
  90       471.444         1.165
  91       475.816         1.159
  92       480.188         1.173
  93       484.624         1.178
  94       489.060         1.207
  95       493.432         1.230
  96       497.805         1.239
  97       502.178         1.243
  98       506.551         1.288
  99       510.924         1.318
  100       515.297         1.270
  101       519.670         1.306
  102       524.043         1.333
  103       528.416         1.369
  104       532.787         1.390
  105       537.220         1.399
  106       541.652         1.376
  107       546.022         1.454
  108       550.393         1.471
  109       554.763         0.000
  110       559.132         0.000
  111       563.499         1.555
  112       567.866         1.545
  113       572.233         1.598
  114       576.598         1.664
  115       580.963         1.702
  116       585.326         1.748
  117       589.748         1.759
  118       594.169         1.776
  119       598.528         1.799
  120       602.886         1.822
  121       607.242         1.861
  122       611.599         1.806
  123       615.953         1.782
  124       620.306         1.696
  125       624.656         1.566
  126       629.005         1.323
  127       633.353         1.196
  128       637.699         1.068
  129       642.109         0.939
  130       646.518         0.846
  131       650.857         0.802
  132       655.195         0.755
  133       659.530         0.774
  134       663.863         0.727
  135       668.194         0.731
  136       672.522         0.735
  137       676.847         0.754
  138       681.171         0.740
  139       685.492         0.748
  140       689.810         0.751
  141       694.190         0.679
  142       698.568         0.678
  143       702.877         0.724
  144       707.183         0.729
  145       711.487         0.754
  146       715.787         0.742
  147       720.085         0.721
  148       724.378         0.744
  149       728.669         0.751
  150       732.956         0.740
  151       737.240         0.727
  152       741.521         0.751
  153       745.851         0.666
  154       750.177         0.683
  155       754.446         0.771
  156       758.712         0.763
  157       762.973         0.771
  158       767.231         0.773
  159       771.484         0.788
  160       775.734         0.000
  161       779.980         0.790
  162       784.220         0.755
  163       788.457         0.781
  164       792.689         0.790
  165       796.976         0.788
  166       801.258         0.776
  167       805.477         0.800
  168       809.691         0.804
  169       813.899         0.801
  170       818.102         0.823
  171       822.301         0.815
  172       826.495         0.767
  173       830.684         0.813
  174       834.867         0.735
  175       839.046         0.847
  176       843.268         0.846
  177       847.484         0.861
  178       851.646         0.847
  179       855.803         0.840
  180       859.954         0.819
  181       864.099         0.882
  182       868.237         0.860
  183       872.370         0.897
  184       876.498         0.877
  185       880.620         0.867
  186       884.736         0.871
  187       888.899         0.849
  188       893.056         0.827
  189       897.154         0.808
  190       901.244         0.771
  191       905.327         0.747
  192       909.403         0.748
  193       913.473         0.744
  194       917.536         0.727
  195       921.594         0.727
  196       925.643         0.700
  197       929.686         0.743
  198       933.775         0.769
  199       937.856         0.731
  200       941.877         0.679
  201       945.891         0.664
  202       949.898         0.731
  203       953.897         0.728
  204       957.890         0.749
  205       961.875         0.740
  206       965.852         0.722
  207       969.821         0.711
  208       973.782         0.723
  209       977.786         0.742
  210       981.782         0.741
  211       985.720         0.721
  212       989.648         0.677
  213       993.570         0.728
  214       997.482         0.739
  215       1001.387         0.762
  216       1005.284         0.747
  217       1009.173         0.734
  218       1013.053         0.768
  219       1016.924         0.749
  220       1020.833         0.757
  221       1024.735         0.762
  222       1028.581         0.762
  223       1032.417         0.765
  224       1036.243         0.769
  225       1040.061         0.731
  226       1043.871         0.717
  227       1047.670         0.746
  228       1051.460         0.786
  229       1055.243         0.740
  230       1059.062         0.728
  231       1062.870         0.683
  232       1066.623         0.757
  233       1070.367         0.729
  234       1074.101         0.746
  235       1077.825         0.731
  236       1081.541         0.757
  237       1085.246         0.766
  238       1088.941         0.725
  239       1092.627         0.775
  240       1096.340         0.743
  241       1100.042         0.750
  242       1103.698         0.795
  243       1107.344         0.781
  244       1110.979         0.766
  245       1114.604         0.747
  246       1118.219         0.768
  247       1121.823         0.784
  248       1125.417         0.782
  249       1129.001         0.757
  250       1132.615         0.767
  251       1136.219         0.771
  252       1139.771         0.732
  253       1143.311         0.743
  254       1146.842         0.778
  255       1150.362         0.713
  256       1153.871         0.000
  257       1157.369         0.775
  258       1160.856         0.807
  259       1164.366         0.795
  260       1167.865         0.756
  261       1171.318         0.751
  262       1174.762         0.786
  263       1178.194         0.760
  264       1181.615         0.821
  265       1185.025         0.776
  266       1188.424         0.756
  267       1191.812         0.783
  268       1195.224         0.802
  269       1198.626         0.815
  270       1201.979         0.801
  271       1205.321         0.783
  272       1208.652         0.819
  273       1211.970         0.846
  274       1215.277         0.814
  275       1218.574         0.799
  276       1221.859         0.818
  277       1225.168         0.797
  278       1228.464         0.844
  279       1231.712         0.893
  280       1234.951         0.872
  281       1238.178         0.895
  282       1241.392         0.727
  283       1244.596         0.689
  284       1247.788         0.866
  285       1250.967         0.816
  286       1254.176         0.676
  287       1257.373         0.738
  288       1260.518         0.886
  289       1263.651         0.878
  290       1266.772         0.858
  291       1269.882         0.884
  292       1272.981         0.686
  293       1276.067         0.651
  294       1279.143         0.902
  295       1282.207         0.865
  296       1285.258         0.829
  297       1288.331         0.868
