# Bin     Bin Center     Bin Content
  1       45.250         0.000
  2       92.588         0.000
  3       96.762         0.000
  4       100.939         0.000
  5       105.120         0.000
  6       109.368         0.000
  7       113.618         0.000
  8       117.809         0.000
  9       122.004         0.000
  10       126.203         0.000
  11       130.406         0.000
  12       134.612         0.000
  13       138.821         0.000
  14       143.034         0.000
  15       147.249         0.000
  16       151.469         0.000
  17       155.692         0.886
  18       159.918         0.874
  19       164.208         0.852
  20       168.501         0.954
  21       172.737         0.998
  22       176.976         0.952
  23       181.218         0.864
  24       185.463         0.937
  25       189.712         0.959
  26       193.964         0.901
  27       198.218         1.048
  28       202.476         1.059
  29       206.737         0.983
  30       211.000         0.890
  31       215.266         0.903
  32       219.594         0.925
  33       223.925         0.898
  34       228.201         0.932
  35       232.479         0.964
  36       236.759         0.935
  37       241.042         0.936
  38       245.328         0.948
  39       249.616         0.987
  40       253.908         0.977
  41       258.202         0.969
  42       262.499         0.973
  43       266.798         0.954
  44       271.099         0.989
  45       275.461         0.992
  46       279.825         0.987
  47       284.134         0.983
  48       288.445         0.965
  49       292.759         0.972
  50       297.075         0.992
  51       301.393         1.001
  52       305.712         1.018
  53       310.034         1.029
  54       314.360         1.040
  55       318.687         1.076
  56       323.015         1.088
  57       327.402         1.090
  58       331.791         1.105
  59       336.125         1.062
  60       340.462         1.071
  61       344.799         1.143
  62       349.139         1.096
  63       353.482         1.081
  64       357.825         1.091
  65       362.170         1.104
  66       366.516         1.135
  67       370.864         1.137
  68       375.215         1.140
  69       379.633         1.152
  70       384.052         1.153
  71       388.406         1.112
  72       392.761         1.145
  73       397.117         1.173
  74       401.476         1.146
  75       405.836         1.169
  76       410.195         1.196
  77       414.556         1.170
  78       418.919         1.207
  79       423.283         1.216
  80       427.646         1.228
  81       432.066         1.224
  82       436.487         1.246
  83       440.855         1.241
  84       445.223         1.243
  85       449.591         1.285
  86       453.960         1.301
  87       458.331         1.304
  88       462.701         1.320
  89       467.072         1.331
  90       471.444         1.374
  91       475.816         1.382
  92       480.188         1.372
  93       484.624         1.411
  94       489.060         1.418
  95       493.432         1.452
  96       497.805         1.431
  97       502.178         1.439
  98       506.551         1.506
  99       510.924         1.495
  100       515.297         1.453
  101       519.670         1.490
  102       524.043         1.558
  103       528.416         1.586
  104       532.787         1.619
  105       537.220         1.581
  106       541.652         1.588
  107       546.022         1.693
  108       550.393         1.725
  109       554.763         0.000
  110       559.132         0.000
  111       563.499         1.797
  112       567.866         1.829
  113       572.233         1.891
  114       576.598         1.913
  115       580.963         1.922
  116       585.326         1.981
  117       589.748         2.027
  118       594.169         2.014
  119       598.528         2.067
  120       602.886         2.123
  121       607.242         2.153
  122       611.599         2.116
  123       615.953         2.166
  124       620.306         2.153
  125       624.656         2.115
  126       629.005         1.776
  127       633.353         1.610
  128       637.699         1.563
  129       642.109         1.370
  130       646.518         1.183
  131       650.857         1.041
  132       655.195         0.894
  133       659.530         0.831
  134       663.863         0.862
  135       668.194         0.849
  136       672.522         0.871
  137       676.847         0.868
  138       681.171         0.891
  139       685.492         0.875
  140       689.810         0.869
  141       694.190         0.779
  142       698.568         0.787
  143       702.877         0.855
  144       707.183         0.913
  145       711.487         0.911
  146       715.787         0.884
  147       720.085         0.848
  148       724.378         0.861
  149       728.669         0.869
  150       732.956         0.887
  151       737.240         0.879
  152       741.521         0.907
  153       745.851         0.772
  154       750.177         0.802
  155       754.446         0.891
  156       758.712         0.873
  157       762.973         0.928
  158       767.231         0.911
  159       771.484         0.902
  160       775.734         0.000
  161       779.980         0.911
  162       784.220         0.908
  163       788.457         0.924
  164       792.689         0.902
  165       796.976         0.970
  166       801.258         0.937
  167       805.477         0.933
  168       809.691         0.978
  169       813.899         0.950
  170       818.102         0.958
  171       822.301         0.959
  172       826.495         0.949
  173       830.684         0.952
  174       834.867         0.948
  175       839.046         0.990
  176       843.268         0.978
  177       847.484         0.962
  178       851.646         0.997
  179       855.803         1.012
  180       859.954         1.001
  181       864.099         0.985
  182       868.237         1.031
  183       872.370         1.021
  184       876.498         1.041
  185       880.620         1.042
  186       884.736         1.017
  187       888.899         1.018
  188       893.056         0.997
  189       897.154         1.021
  190       901.244         0.955
  191       905.327         0.926
  192       909.403         0.937
  193       913.473         0.889
  194       917.536         0.877
  195       921.594         0.860
  196       925.643         0.839
  197       929.686         0.875
  198       933.775         0.835
  199       937.856         0.859
  200       941.877         0.808
  201       945.891         0.826
  202       949.898         0.821
  203       953.897         0.819
  204       957.890         0.915
  205       961.875         0.850
  206       965.852         0.847
  207       969.821         0.884
  208       973.782         0.879
  209       977.786         0.896
  210       981.782         0.875
  211       985.720         0.853
  212       989.648         0.866
  213       993.570         0.844
  214       997.482         0.836
  215       1001.387         0.889
  216       1005.284         0.909
  217       1009.173         0.904
  218       1013.053         0.911
  219       1016.924         0.922
  220       1020.833         0.911
  221       1024.735         0.925
  222       1028.581         0.894
  223       1032.417         0.898
  224       1036.243         0.919
  225       1040.061         0.885
  226       1043.871         0.877
  227       1047.670         0.894
  228       1051.460         0.901
  229       1055.243         0.896
  230       1059.062         0.830
  231       1062.870         0.829
  232       1066.623         0.864
  233       1070.367         0.863
  234       1074.101         0.817
  235       1077.825         0.852
  236       1081.541         0.861
  237       1085.246         0.855
  238       1088.941         0.917
  239       1092.627         0.871
  240       1096.340         0.916
  241       1100.042         0.878
  242       1103.698         0.943
  243       1107.344         0.869
  244       1110.979         0.912
  245       1114.604         0.821
  246       1118.219         0.806
  247       1121.823         0.893
  248       1125.417         0.934
  249       1129.001         0.900
  250       1132.615         0.835
  251       1136.219         0.891
  252       1139.771         0.877
  253       1143.311         0.885
  254       1146.842         0.903
  255       1150.362         0.925
  256       1153.871         0.000
  257       1157.369         0.910
  258       1160.856         0.910
  259       1164.366         0.921
  260       1167.865         0.932
  261       1171.318         0.969
  262       1174.762         0.945
  263       1178.194         0.941
  264       1181.615         0.939
  265       1185.025         0.948
  266       1188.424         0.899
  267       1191.812         0.922
  268       1195.224         0.963
  269       1198.626         0.948
  270       1201.979         0.937
  271       1205.321         0.953
  272       1208.652         0.953
  273       1211.970         0.978
  274       1215.277         0.981
  275       1218.574         0.933
  276       1221.859         0.932
  277       1225.168         0.973
  278       1228.464         0.977
  279       1231.712         0.990
  280       1234.951         0.950
  281       1238.178         0.991
  282       1241.392         0.912
  283       1244.596         0.891
  284       1247.788         0.940
  285       1250.967         1.001
  286       1254.176         1.077
  287       1257.373         0.957
  288       1260.518         0.950
  289       1263.651         1.002
  290       1266.772         1.062
  291       1269.882         1.024
  292       1272.981         0.798
  293       1276.067         0.841
  294       1279.143         1.021
  295       1282.207         1.005
  296       1285.258         0.972
  297       1288.331         0.930
